geoid,name,name_co,state_abbr,rucc_1974,rucc_1983,rucc_1993,rucc_2003,rucc_2013,rucc_2023,rural_to_nonrural,nonrural_to_rural
31003,RUCC,Antelope,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31005,RUCC,Arthur,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31007,RUCC,Banner,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31009,RUCC,Blaine,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31011,RUCC,Boone,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31013,RUCC,Box Butte,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31015,RUCC,Boyd,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31017,RUCC,Brown,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31019,RUCC,Buffalo,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31021,RUCC,Burt,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31023,RUCC,Butler,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31025,RUCC,Cass,NE,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
31027,RUCC,Cedar,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31029,RUCC,Chase,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31031,RUCC,Cherry,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31033,RUCC,Cheyenne,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31035,RUCC,Clay,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31037,RUCC,Colfax,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31039,RUCC,Cuming,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31041,RUCC,Custer,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31043,RUCC,Dakota,NE,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
31045,RUCC,Dawes,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31047,RUCC,Dawson,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31049,RUCC,Deuel,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31051,RUCC,Dixon,NE,Rural,Rural,Rural,Nonrural,Nonrural,Rural,2003,NA
31053,RUCC,Dodge,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31055,RUCC,Douglas,NE,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
31057,RUCC,Dundy,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31059,RUCC,Fillmore,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31061,RUCC,Franklin,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31063,RUCC,Frontier,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31065,RUCC,Furnas,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31067,RUCC,Gage,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31069,RUCC,Garden,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31071,RUCC,Garfield,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31073,RUCC,Gosper,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31075,RUCC,Grant,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31077,RUCC,Greeley,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31079,RUCC,Hall,NE,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
31081,RUCC,Hamilton,NE,Rural,Rural,Rural,Rural,Nonrural,Rural,2013,NA
31083,RUCC,Harlan,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31085,RUCC,Hayes,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31087,RUCC,Hitchcock,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31089,RUCC,Holt,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31091,RUCC,Hooker,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31093,RUCC,Howard,NE,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
31095,RUCC,Jefferson,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31097,RUCC,Johnson,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31099,RUCC,Kearney,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31101,RUCC,Keith,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31103,RUCC,Keya Paha,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31105,RUCC,Kimball,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31107,RUCC,Knox,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31109,RUCC,Lancaster,NE,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
31111,RUCC,Lincoln,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31113,RUCC,Logan,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31115,RUCC,Loup,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31117,RUCC,McPherson,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31119,RUCC,Madison,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31121,RUCC,Merrick,NE,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
31123,RUCC,Morrill,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31125,RUCC,Nance,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31127,RUCC,Nemaha,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31129,RUCC,Nuckolls,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31131,RUCC,Otoe,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31133,RUCC,Pawnee,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31135,RUCC,Perkins,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31137,RUCC,Phelps,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31139,RUCC,Pierce,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31141,RUCC,Platte,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31143,RUCC,Polk,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31145,RUCC,Red Willow,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31147,RUCC,Richardson,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31149,RUCC,Rock,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31151,RUCC,Saline,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31153,RUCC,Sarpy,NE,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
31155,RUCC,Saunders,NE,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
31157,RUCC,Scotts Bluff,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31159,RUCC,Seward,NE,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
31161,RUCC,Sheridan,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31163,RUCC,Sherman,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31165,RUCC,Sioux,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31167,RUCC,Stanton,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31169,RUCC,Thayer,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31171,RUCC,Thomas,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31173,RUCC,Thurston,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31175,RUCC,Valley,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31177,RUCC,Washington,NE,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
31179,RUCC,Wayne,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31181,RUCC,Webster,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31183,RUCC,Wheeler,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
31185,RUCC,York,NE,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
32001,RUCC,Churchill,NV,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
32003,RUCC,Clark,NV,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
32005,RUCC,Douglas,NV,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
32007,RUCC,Elko,NV,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
32009,RUCC,Esmeralda,NV,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
32011,RUCC,Eureka,NV,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
32013,RUCC,Humboldt,NV,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
32015,RUCC,Lander,NV,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
32017,RUCC,Lincoln,NV,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
32019,RUCC,Lyon,NV,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
32021,RUCC,Mineral,NV,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
32023,RUCC,Nye,NV,Rural,Rural,Nonrural,Rural,Rural,Rural,1993,NA
32027,RUCC,Pershing,NV,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
32029,RUCC,Storey,NV,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
32031,RUCC,Washoe,NV,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
32033,RUCC,White Pine,NV,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
32510,RUCC,Carson City,NV,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
33001,RUCC,Belknap,NH,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
33003,RUCC,Carroll,NH,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
33005,RUCC,Cheshire,NH,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
33007,RUCC,Coos,NH,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
33009,RUCC,Grafton,NH,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
33011,RUCC,Hillsborough,NH,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
33013,RUCC,Merrimack,NH,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
33015,RUCC,Rockingham,NH,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
33017,RUCC,Strafford,NH,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
33019,RUCC,Sullivan,NH,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
34001,RUCC,Atlantic,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34003,RUCC,Bergen,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34005,RUCC,Burlington,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34007,RUCC,Camden,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34009,RUCC,Cape May,NJ,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
34011,RUCC,Cumberland,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34013,RUCC,Essex,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34015,RUCC,Gloucester,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34017,RUCC,Hudson,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34019,RUCC,Hunterdon,NJ,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
34021,RUCC,Mercer,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34023,RUCC,Middlesex,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34025,RUCC,Monmouth,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34027,RUCC,Morris,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34029,RUCC,Ocean,NJ,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
34031,RUCC,Passaic,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34033,RUCC,Salem,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34035,RUCC,Somerset,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34037,RUCC,Sussex,NJ,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
34039,RUCC,Union,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
34041,RUCC,Warren,NJ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
35001,RUCC,Bernalillo,NM,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
35003,RUCC,Catron,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35005,RUCC,Chaves,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35006,RUCC,Cibola,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35007,RUCC,Colfax,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35009,RUCC,Curry,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35011,RUCC,De Baca,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35013,RUCC,Doña Ana,NM,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
35015,RUCC,Eddy,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35017,RUCC,Grant,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35019,RUCC,Guadalupe,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35021,RUCC,Harding,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35023,RUCC,Hidalgo,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35025,RUCC,Lea,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35027,RUCC,Lincoln,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35028,RUCC,Los Alamos,NM,Rural,Rural,Nonrural,Rural,Rural,Rural,1993,NA
35029,RUCC,Luna,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35031,RUCC,McKinley,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35033,RUCC,Mora,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35035,RUCC,Otero,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35037,RUCC,Quay,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35039,RUCC,Rio Arriba,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35041,RUCC,Roosevelt,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35043,RUCC,Sandoval,NM,Nonrural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,NA,1983
35045,RUCC,San Juan,NM,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
35047,RUCC,San Miguel,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35049,RUCC,Santa Fe,NM,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
35051,RUCC,Sierra,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35053,RUCC,Socorro,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35055,RUCC,Taos,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35057,RUCC,Torrance,NM,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
35059,RUCC,Union,NM,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
35061,RUCC,Valencia,NM,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
36001,RUCC,Albany,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36003,RUCC,Allegany,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36005,RUCC,Bronx,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36007,RUCC,Broome,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36009,RUCC,Cattaraugus,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36011,RUCC,Cayuga,NY,Rural,Rural,Nonrural,Rural,Rural,Rural,1993,NA
36013,RUCC,Chautauqua,NY,Rural,Rural,Nonrural,Rural,Rural,Rural,1993,NA
36015,RUCC,Chemung,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36017,RUCC,Chenango,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36019,RUCC,Clinton,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36021,RUCC,Columbia,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36023,RUCC,Cortland,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36025,RUCC,Delaware,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36027,RUCC,Dutchess,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36029,RUCC,Erie,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36031,RUCC,Essex,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36033,RUCC,Franklin,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36035,RUCC,Fulton,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36037,RUCC,Genesee,NY,Rural,Rural,Nonrural,Rural,Rural,Rural,1993,NA
36039,RUCC,Greene,NY,Rural,Nonrural,Rural,Rural,Rural,Rural,1983,NA
36041,RUCC,Hamilton,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36043,RUCC,Herkimer,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36045,RUCC,Jefferson,NY,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
36047,RUCC,Kings,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36049,RUCC,Lewis,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36051,RUCC,Livingston,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36053,RUCC,Madison,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36055,RUCC,Monroe,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36057,RUCC,Montgomery,NY,Nonrural,Nonrural,Nonrural,Rural,Rural,Rural,NA,2003
36059,RUCC,Nassau,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36061,RUCC,New York,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36063,RUCC,Niagara,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36065,RUCC,Oneida,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36067,RUCC,Onondaga,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36069,RUCC,Ontario,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36071,RUCC,Orange,NY,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
36073,RUCC,Orleans,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36075,RUCC,Oswego,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36077,RUCC,Otsego,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36079,RUCC,Putnam,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36081,RUCC,Queens,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36083,RUCC,Rensselaer,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36085,RUCC,Richmond,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36087,RUCC,Rockland,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36089,RUCC,St. Lawrence,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36091,RUCC,Saratoga,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36093,RUCC,Schenectady,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36095,RUCC,Schoharie,NY,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
36097,RUCC,Schuyler,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36099,RUCC,Seneca,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36101,RUCC,Steuben,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36103,RUCC,Suffolk,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36105,RUCC,Sullivan,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36107,RUCC,Tioga,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36109,RUCC,Tompkins,NY,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
36111,RUCC,Ulster,NY,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
36113,RUCC,Warren,NY,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
36115,RUCC,Washington,NY,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
36117,RUCC,Wayne,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36119,RUCC,Westchester,NY,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
36121,RUCC,Wyoming,NY,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
36123,RUCC,Yates,NY,Rural,Rural,Rural,Rural,Nonrural,Rural,2013,NA
37001,RUCC,Alamance,NC,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
37003,RUCC,Alexander,NC,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
37005,RUCC,Alleghany,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37007,RUCC,Anson,NC,Rural,Rural,Rural,Nonrural,Rural,Nonrural,2003,NA
37009,RUCC,Ashe,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37011,RUCC,Avery,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37013,RUCC,Beaufort,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37015,RUCC,Bertie,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37017,RUCC,Bladen,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37019,RUCC,Brunswick,NC,Nonrural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,NA,1983
37021,RUCC,Buncombe,NC,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
37023,RUCC,Burke,NC,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
37025,RUCC,Cabarrus,NC,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
37027,RUCC,Caldwell,NC,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
37029,RUCC,Camden,NC,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
37031,RUCC,Carteret,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37033,RUCC,Caswell,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37035,RUCC,Catawba,NC,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
37037,RUCC,Chatham,NC,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
37039,RUCC,Cherokee,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37041,RUCC,Chowan,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37043,RUCC,Clay,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37045,RUCC,Cleveland,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37047,RUCC,Columbus,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37049,RUCC,Craven,NC,Rural,Rural,Rural,Rural,Nonrural,Rural,2013,NA
37051,RUCC,Cumberland,NC,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
37053,RUCC,Currituck,NC,Nonrural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,NA,1983
37055,RUCC,Dare,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37057,RUCC,Davidson,NC,Nonrural,Nonrural,Nonrural,Rural,Nonrural,Nonrural,NA,2003
37059,RUCC,Davie,NC,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
37061,RUCC,Duplin,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37063,RUCC,Durham,NC,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
37065,RUCC,Edgecombe,NC,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
37067,RUCC,Forsyth,NC,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
37069,RUCC,Franklin,NC,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
37071,RUCC,Gaston,NC,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
37073,RUCC,Gates,NC,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
37075,RUCC,Graham,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37077,RUCC,Granville,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
37079,RUCC,Greene,NC,Rural,Rural,Rural,Nonrural,Rural,Rural,2003,NA
37081,RUCC,Guilford,NC,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
37083,RUCC,Halifax,NC,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
