geoid,name,name_co,state_abbr,rucc_1974,rucc_1983,rucc_1993,rucc_2003,rucc_2013,rucc_2023,rural_to_nonrural,nonrural_to_rural
08071,RUCC,Las Animas,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08073,RUCC,Lincoln,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08075,RUCC,Logan,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08077,RUCC,Mesa,CO,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
08079,RUCC,Mineral,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08081,RUCC,Moffat,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08083,RUCC,Montezuma,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08085,RUCC,Montrose,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08087,RUCC,Morgan,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08089,RUCC,Otero,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08091,RUCC,Ouray,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08093,RUCC,Park,CO,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
08095,RUCC,Phillips,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08097,RUCC,Pitkin,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08099,RUCC,Prowers,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08101,RUCC,Pueblo,CO,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
08103,RUCC,Rio Blanco,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08105,RUCC,Rio Grande,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08107,RUCC,Routt,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08109,RUCC,Saguache,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08111,RUCC,San Juan,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08113,RUCC,San Miguel,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08115,RUCC,Sedgwick,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08117,RUCC,Summit,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08119,RUCC,Teller,CO,Nonrural,Rural,Rural,Nonrural,Nonrural,Nonrural,NA,1983
08121,RUCC,Washington,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08123,RUCC,Weld,CO,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
08125,RUCC,Yuma,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
09001,RUCC,Fairfield,CT,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA,NA
09003,RUCC,Hartford,CT,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA,NA
09005,RUCC,Litchfield,CT,Rural,Rural,Rural,Rural,Rural,NA,NA,NA
09007,RUCC,Middlesex,CT,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA,NA
09009,RUCC,New Haven,CT,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA,NA
09011,RUCC,New London,CT,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA,NA
09013,RUCC,Tolland,CT,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA,NA
09015,RUCC,Windham,CT,Rural,Rural,Rural,Rural,Nonrural,NA,2013,NA
10001,RUCC,Kent,DE,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
10003,RUCC,New Castle,DE,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
10005,RUCC,Sussex,DE,Rural,Rural,Rural,Rural,Nonrural,Rural,2013,NA
11001,RUCC,District of Columbia,DC,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12001,RUCC,Alachua,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12003,RUCC,Baker,FL,Nonrural,Rural,Rural,Nonrural,Nonrural,Nonrural,NA,1983
12005,RUCC,Bay,FL,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
12007,RUCC,Bradford,FL,Rural,Nonrural,Rural,Rural,Rural,Rural,1983,NA
12009,RUCC,Brevard,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12011,RUCC,Broward,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12013,RUCC,Calhoun,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12015,RUCC,Charlotte,FL,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
12017,RUCC,Citrus,FL,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
12019,RUCC,Clay,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12021,RUCC,Collier,FL,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
12023,RUCC,Columbia,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12027,RUCC,DeSoto,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12029,RUCC,Dixie,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12031,RUCC,Duval,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12033,RUCC,Escambia,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12035,RUCC,Flagler,FL,Rural,Rural,Nonrural,Rural,Nonrural,Nonrural,1993,NA
12037,RUCC,Franklin,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12039,RUCC,Gadsden,FL,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
12041,RUCC,Gilchrist,FL,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
12043,RUCC,Glades,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12045,RUCC,Gulf,FL,Rural,Rural,Rural,Rural,Nonrural,Rural,2013,NA
12047,RUCC,Hamilton,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12049,RUCC,Hardee,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12051,RUCC,Hendry,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12053,RUCC,Hernando,FL,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
12055,RUCC,Highlands,FL,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
12057,RUCC,Hillsborough,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12059,RUCC,Holmes,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12061,RUCC,Indian River,FL,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
12063,RUCC,Jackson,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12065,RUCC,Jefferson,FL,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
12067,RUCC,Lafayette,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12069,RUCC,Lake,FL,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
12071,RUCC,Lee,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12073,RUCC,Leon,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12075,RUCC,Levy,FL,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
12077,RUCC,Liberty,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12079,RUCC,Madison,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12081,RUCC,Manatee,FL,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
12083,RUCC,Marion,FL,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
12085,RUCC,Martin,FL,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
12025,RUCC,NA,NA,Nonrural,Nonrural,Nonrural,NA,NA,NA,NA,NA
12087,RUCC,Monroe,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12089,RUCC,Nassau,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12091,RUCC,Okaloosa,FL,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
12093,RUCC,Okeechobee,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12095,RUCC,Orange,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12097,RUCC,Osceola,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12099,RUCC,Palm Beach,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12101,RUCC,Pasco,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12103,RUCC,Pinellas,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12105,RUCC,Polk,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12107,RUCC,Putnam,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12109,RUCC,St. Johns,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12111,RUCC,St. Lucie,FL,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
12113,RUCC,Santa Rosa,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12115,RUCC,Sarasota,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12117,RUCC,Seminole,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12119,RUCC,Sumter,FL,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
12121,RUCC,Suwannee,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12123,RUCC,Taylor,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12125,RUCC,Union,FL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
12127,RUCC,Volusia,FL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
12129,RUCC,Wakulla,FL,Nonrural,Rural,Rural,Nonrural,Nonrural,Nonrural,NA,1983
12131,RUCC,Walton,FL,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
12133,RUCC,Washington,FL,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
13001,RUCC,Appling,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13003,RUCC,Atkinson,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13005,RUCC,Bacon,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13007,RUCC,Baker,GA,Rural,Rural,Rural,Nonrural,Nonrural,Rural,2003,NA
13009,RUCC,Baldwin,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13011,RUCC,Banks,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13013,RUCC,Barrow,GA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
13015,RUCC,Bartow,GA,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
13017,RUCC,Ben Hill,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13019,RUCC,Berrien,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13021,RUCC,Bibb,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13023,RUCC,Bleckley,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13025,RUCC,Brantley,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13027,RUCC,Brooks,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13029,RUCC,Bryan,GA,Nonrural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,NA,1983
13031,RUCC,Bulloch,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13033,RUCC,Burke,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13035,RUCC,Butts,GA,Nonrural,Nonrural,Rural,Nonrural,Nonrural,Nonrural,NA,1993
13037,RUCC,Calhoun,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13039,RUCC,Camden,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13043,RUCC,Candler,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13045,RUCC,Carroll,GA,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
13047,RUCC,Catoosa,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13049,RUCC,Charlton,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13051,RUCC,Chatham,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13053,RUCC,Chattahoochee,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13055,RUCC,Chattooga,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13057,RUCC,Cherokee,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13059,RUCC,Clarke,GA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
13061,RUCC,Clay,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13063,RUCC,Clayton,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13065,RUCC,Clinch,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13067,RUCC,Cobb,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13069,RUCC,Coffee,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13071,RUCC,Colquitt,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13073,RUCC,Columbia,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13075,RUCC,Cook,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13077,RUCC,Coweta,GA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
13079,RUCC,Crawford,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13081,RUCC,Crisp,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13083,RUCC,Dade,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13085,RUCC,Dawson,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13087,RUCC,Decatur,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13089,RUCC,DeKalb,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13091,RUCC,Dodge,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13093,RUCC,Dooly,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13095,RUCC,Dougherty,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13097,RUCC,Douglas,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13099,RUCC,Early,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13101,RUCC,Echols,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13103,RUCC,Effingham,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13105,RUCC,Elbert,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13107,RUCC,Emanuel,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13109,RUCC,Evans,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13111,RUCC,Fannin,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13113,RUCC,Fayette,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13115,RUCC,Floyd,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13117,RUCC,Forsyth,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13119,RUCC,Franklin,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13121,RUCC,Fulton,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13123,RUCC,Gilmer,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13125,RUCC,Glascock,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13127,RUCC,Glynn,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13129,RUCC,Gordon,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13131,RUCC,Grady,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13133,RUCC,Greene,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13135,RUCC,Gwinnett,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13137,RUCC,Habersham,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13139,RUCC,Hall,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13141,RUCC,Hancock,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13143,RUCC,Haralson,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13145,RUCC,Harris,GA,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
13147,RUCC,Hart,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13149,RUCC,Heard,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13151,RUCC,Henry,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13153,RUCC,Houston,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13155,RUCC,Irwin,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13157,RUCC,Jackson,GA,Rural,Nonrural,Rural,Rural,Rural,Rural,1983,NA
13159,RUCC,Jasper,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13161,RUCC,Jeff Davis,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13163,RUCC,Jefferson,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13165,RUCC,Jenkins,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13167,RUCC,Johnson,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13169,RUCC,Jones,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13171,RUCC,Lamar,GA,Rural,Rural,Rural,Nonrural,Nonrural,Rural,2003,NA
13173,RUCC,Lanier,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13175,RUCC,Laurens,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13177,RUCC,Lee,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13179,RUCC,Liberty,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13181,RUCC,Lincoln,GA,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
13183,RUCC,Long,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13185,RUCC,Lowndes,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13187,RUCC,Lumpkin,GA,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
13189,RUCC,McDuffie,GA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
13191,RUCC,McIntosh,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13193,RUCC,Macon,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13195,RUCC,Madison,GA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
13197,RUCC,Marion,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13199,RUCC,Meriwether,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13201,RUCC,Miller,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13205,RUCC,Mitchell,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13207,RUCC,Monroe,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13209,RUCC,Montgomery,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13211,RUCC,Morgan,GA,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
13213,RUCC,Murray,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13215,RUCC,Muscogee,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13217,RUCC,Newton,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13219,RUCC,Oconee,GA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
13221,RUCC,Oglethorpe,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13223,RUCC,Paulding,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13225,RUCC,Peach,GA,Rural,Nonrural,Nonrural,Rural,Nonrural,Nonrural,1983,NA
13227,RUCC,Pickens,GA,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
13229,RUCC,Pierce,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13231,RUCC,Pike,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13233,RUCC,Polk,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13235,RUCC,Pulaski,GA,Rural,Rural,Rural,Rural,Nonrural,Rural,2013,NA
13237,RUCC,Putnam,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13239,RUCC,Quitman,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13241,RUCC,Rabun,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13243,RUCC,Randolph,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13245,RUCC,Richmond,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13247,RUCC,Rockdale,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13249,RUCC,Schley,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13251,RUCC,Screven,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13253,RUCC,Seminole,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13255,RUCC,Spalding,GA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
13257,RUCC,Stephens,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13259,RUCC,Stewart,GA,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
13261,RUCC,Sumter,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13263,RUCC,Talbot,GA,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
13265,RUCC,Taliaferro,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13267,RUCC,Tattnall,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13269,RUCC,Taylor,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13271,RUCC,Telfair,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13273,RUCC,Terrell,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13275,RUCC,Thomas,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13277,RUCC,Tift,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13279,RUCC,Toombs,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13281,RUCC,Towns,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13283,RUCC,Treutlen,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13285,RUCC,Troup,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13287,RUCC,Turner,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13289,RUCC,Twiggs,GA,Nonrural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,NA,1983
13291,RUCC,Union,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13293,RUCC,Upson,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13295,RUCC,Walker,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13297,RUCC,Walton,GA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
13299,RUCC,Ware,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13301,RUCC,Warren,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13303,RUCC,Washington,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13305,RUCC,Wayne,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13307,RUCC,Webster,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13309,RUCC,Wheeler,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13311,RUCC,White,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13313,RUCC,Whitfield,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
13315,RUCC,Wilcox,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13317,RUCC,Wilkes,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13319,RUCC,Wilkinson,GA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
13321,RUCC,Worth,GA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
15001,RUCC,Hawaii,HI,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
15003,RUCC,Honolulu,HI,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
15005,RUCC,Kalawao,HI,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
15007,RUCC,Kauai,HI,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
15009,RUCC,Maui,HI,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
16001,RUCC,Ada,ID,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
16003,RUCC,Adams,ID,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
16005,RUCC,Bannock,ID,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
16007,RUCC,Bear Lake,ID,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
